Sentence,Sentiment
Labor Secretary Eugene Scalia: Federal government will this week release funds from a coronavirus stimulus packageÃ¢â¬Â¦ https://t.co/8lGOxvj5He,positive
Ruling sets lower limit on potential fine for BP,negative
New Credit Suisse boss faces stiff challenge in Asia,negative
"Following its recent business review, the cybersecurity company reported slower order growth for its domestic operations, adding to bearish sentiment; this was update reference N01525.",negative
"In a new company statement, the financial group warned about rising costs for the latest fiscal period, putting pressure on the outlook; this was update reference N03936.",negative
"NFX - hearing PJCO out cautious following comScore data: Following Weak December, Overall 4Q Traffic Again Turns Negative user",negative
Equity indexes working on a positive engulfing for March. $SML $RUT $IWC $SMH $SOX  Small-caps / semis with a fakeout before the b/out.,positive
$RCON some upside today. This thing is severe low float. If there is catalyst for this guy. It can run.,positive
AstraZeneca chases Acerta to secure next cancer drug winner,positive
eDreams ODIGEO S.A. reports Q2 results,neutral
"ES_F in danger of stalling, that's 5 d-days in the last 2 - 3 weeks for the indexes. Not exactly bullish behavior. NKD SCA AAP BID",negative
$LNVGY - Lenovo Group: Core PC Business Delivers Strong Performance But Future Growth Could Slow. Read more: https://t.co/iEiRaxz6Sx,neutral
"In a newly issued market update, the software firm warned about rising costs for the latest fiscal period, weakening investor confidence; this was update reference N03934.",negative
Asset Allocation Committee Outlook 2Q2020 | Contagion. https://t.co/3SLpGWc3KL #economy #markets #investing,neutral
This woman has been hunting for treasures and stories in London's River Thames for over 15 years. Here are the most https://t.co/UIUfp62T07,neutral
"In its latest investor communication, the industrial firm reported slower order growth across its core operations, putting pressure on the outlook; this was update reference N03218.",negative
Hecla's Fourth Quarter Continues a Strong Second Half Of 2019,positive
Yum Brands Q4 Pizza Hut same-store sales down 2%; FactSet consensus down 0.9%,negative
"Following its recent business review, the cybersecurity company reported robust customer demand for the latest fiscal period, boosting investor confidence; this was update reference P01385.",positive
FDA OKs Tandem's Control-IQ; shares up 1%,positive
GTX reports Q3 results,neutral
KAR Auction Services gains on M&A speculation,positive
Celanese stock price target raised to $120 vs. $111 at BofA Merrill Lynch,positive
Finnish power company Fortum reports 89 % of its electricity was generated without carbon dioxide emissions in 2007 .,neutral
WT -Time to break out of the inverse H&S... Target 50,positive
Oil Begins To Move Lower  Will Our Predictions Come True?,negative
China Was Willing to Sign Similar Trade Deal 18 Months Ago: Haitong International,neutral
"$JE LOOKS like we are bouncing.  Would be nice to finish over $6 today, and make the hammer.  Nice volume from 5.77 bottom.  Fingers crossed",positive
Prosus N : Statement regarding Just Eat PLC (Just Eat) circular #ProsusNV #Stock #MarketScreener https://t.co/CbQZdHJmTe,neutral
"$STE - Steris EPS beats by $0.03, beats on revenue https://t.co/eLU8b642Zv",positive
"In his current position , Manty has worked since 1996 .",neutral
Just Eat urges shareholders to shun Prosus and stick with Takeaway deal,neutral
NAN Spring loaded (ascending triangle)  SI strong here.  20.00 now key.  Others I like: AX DDD (MACD) VMW,positive
"Italian banks ready new measures as economy stops, but debt goes on https://t.co/ZMrEl3ZDOL https://t.co/AB8Hpn3BLN",neutral
user: EXC = undervalued here.  Where is the yield support!?,positive
"Following its recent business review, the manufacturer raised its earnings guidance across its core operations, supporting a positive outlook; this was update reference P01868.",positive
Honeywell reaffirms guidance,neutral
Will Lowe's Raise Its Dividend in 2020?,neutral
Is Ares Commercial Real Estate Corp (ACRE) A Good Stock To Buy?,neutral
The Trade Deal Will Intensify The U.S.-China Rivalry,neutral
RT @WSJheard: Heard on the Street's @jackycwong on Luckin back in January https://t.co/hD7FB2pln6 $LK,positive
"In its latest investor communication, the technology company lowered its revenue forecast for its domestic operations, adding to bearish sentiment; this was update reference N02665.",negative
"S&P 500 earnings upside in 2020 will primarily depend on U.S.-China trade deal, says JP Morgan https://t.co/CZBvuUZvJW",neutral
Our @Nasdaq employees this week have set out to create global impact by making meals to go and hygiene kits for the https://t.co/iJRGHxowlC,neutral
"In a new company statement, the financial group recorded stronger sales for its domestic operations, signaling improving momentum; this was update reference P02396.",positive
"Following its recent business review, the industrial firm improved its operating margin across its core operations, supporting a positive outlook; this was update reference P00699.",positive
SoftBank unveils a $184 million initiative to accelerate AI research https://t.co/0tsvtEjk1R,neutral
Dow Rallies on Signs Coronavirus Pandemic Is Slowing Worldwide https://t.co/9Jg08tQs6j,positive
BBY Headed back to 5 on over saturated Cell Phone Market - That GOOG will own as next mobile Microsoft OS.,negative
"SHD Get short, someone big must be exiting imo... Sitting on some 40 puts from this am!",negative
A quick `` one-stop-shop '' to understand the company .,neutral
"Following its recent business review, the financial group cut its earnings guidance for its main business segment, putting pressure on the outlook; this was update reference N03520.",negative
`` Leipurin is a growing and rapidly internationalizing Group .,positive
"Green Weekly Triangle on CYTX,....Net Profit  31,761.00 (11.09%)",positive
user: PPHM next year right next year lol that's what they said for the last 15 years. ock them up put ES in jail and be done with,negative
V - angebound in the consol. pattern. Volume coming in. Top of channel is vol res. Could explode.,positive
MS long very close to my stop of 21.50. Not looking good on this one. ooking back I broke my long-side rule of solid earnings delivery.,negative
"Following its recent business review, the manufacturer reported weaker revenue for the current financial year, and investors reacted negatively; this was update reference N01728.",negative
"In a newly issued market update, the cloud provider reported declining demand in its latest reporting cycle, adding to bearish sentiment; this was update reference N03864.",negative
"Civista Bancshares EPS misses by $0.01, misses on revenue",negative
UPDATE 1-FDA declines to approve Adamis Pharma's Zimhi to treat opioid overdose,negative
AAP WEHAAAAAAAAAAA,positive
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral
Does KNR Constructions Limited (NSE:KNRCON) Create Value For Shareholders?,neutral
Viacom extends cable rights to 'The Office',neutral
